group,n_egfp_pos,n_egfp_neg,gene,score,logfoldchange,pval,pval_adj
Muller glia,205,1602,hmgxb3,1.5307994,0.45807844,0.12581898919790746,0.2027770116970585
Muller glia,205,1602,scai,1.5306572,1.0257986,0.12585413870811143,0.2028193321805698
Muller glia,205,1602,CABZ01066719.1,1.5298753,0.93307346,0.12604759777293542,0.2031167512886894
Muller glia,205,1602,znf1168,1.529591,1.2076231,0.12611800392532183,0.20321585135953996
Muller glia,205,1602,lrfn2b,1.5292356,-0.015221148,0.12620605468483842,0.20334336644715156
Muller glia,205,1602,ZNF521,1.528667,1.5417644,0.1263470354724944,0.20355613843460557
Muller glia,205,1602,BX321875.2,1.5281694,0.33919278,0.1264704942332357,0.20374065284533618
Muller glia,205,1602,bhlha15,1.5278851,-0.12977065,0.12654108425737146,0.2038399770628029
Muller glia,205,1602,arfgap3,1.5276718,0.16972366,0.12659404690353193,0.20391089402035403
Muller glia,205,1602,si:ch211-201h21.5,1.5268189,2.3287363,0.12680607008221279,0.20423798904162102
Muller glia,205,1602,apbb3,1.526108,0.008717846,0.12698296712174525,0.20449402999776753
Muller glia,205,1602,CR589947.2,1.526108,1.0323415,0.12698296712174525,0.20449402999776753
Muller glia,205,1602,zgc:136858,1.5256815,0.062998965,0.12708919749645747,0.2046217702369034
Muller glia,205,1602,zdhhc23b,1.5256815,1.0079683,0.12708919749645747,0.2046217702369034
Muller glia,205,1602,zbtb2a,1.5256815,1.43959,0.12708919749645747,0.2046217702369034
Muller glia,205,1602,si:ch211-246i5.5,1.5246863,1.8915548,0.12733733731086416,0.20500682258805536
Muller glia,205,1602,ggcta,1.5245442,0.94875365,0.12737281660572397,0.205035003191249
Muller glia,205,1602,lctlb,1.5245442,0.6567676,0.12737281660572397,0.205035003191249
Muller glia,205,1602,prrt1,1.523407,-0.5532428,0.12765692789643665,0.2054778449235454
Muller glia,205,1602,stim2b,1.521701,0.38370192,0.1280840187357103,0.2061507492181289
Muller glia,205,1602,pla1a,1.5205637,0.34562525,0.12836936260531379,0.20659543344726797
Muller glia,205,1602,si:ch211-266c8.1,1.5202794,-0.099979684,0.12844077572261461,0.20669578277088085
Muller glia,205,1602,pigu,1.5199951,0.21337838,0.12851221971502297,0.20679616762071096
Muller glia,205,1602,jupb,1.5197108,-0.23926628,0.1285836945901092,0.20688199623980263
Muller glia,205,1602,ponzr5,1.5197108,0.6239928,0.1285836945901092,0.20688199623980263
Muller glia,205,1602,nos1,1.5195686,0.5076044,0.128619443611022,0.20692492010565902
Muller glia,205,1602,znrf2a,1.5194263,0.9265359,0.12865520035544245,0.20696785034262102
Muller glia,205,1602,cldn7a,1.5188577,1.4824667,0.12879830458711705,0.20718345244294892
Muller glia,205,1602,tsen54,1.5185734,0.73556685,0.12886990306858767,0.20728400893349014
Muller glia,205,1602,si:dkey-20d21.12,1.5183601,2.5160487,0.12892362222085893,0.207355794819829
Muller glia,205,1602,laptm5,1.5171518,0.7881154,0.1292283594347031,0.20783126991779216
Muller glia,205,1602,plppr4a,1.516441,-1.3222446,0.1294078777926978,0.20810530918404166
Muller glia,205,1602,pkd2,1.5162989,0.5375784,0.1294438046933963,0.20814841167762388
Muller glia,205,1602,CABZ01079251.1,1.5153037,0.5852782,0.12969550991767947,0.20853845980772637
Muller glia,205,1602,CABZ01068600.1,1.5151615,0.85624886,0.12973149880666396,0.20858162536305766
Muller glia,205,1602,GAN,1.5144508,0.4027899,0.1299115595621111,0.208856406503907
Muller glia,205,1602,si:ch211-176l24.4,1.5143086,1.1973017,0.12994759498190125,0.20889961837235665
Muller glia,205,1602,minpp1b,1.513882,0.6484108,0.1300557477956285,0.20905874960975715
Muller glia,205,1602,tnk2a,1.5135977,0.48475772,0.13012788847616086,0.20915997462176128
Muller glia,205,1602,prkceb,1.5133134,0.3211055,0.13020006020925112,0.20926123527924798
Muller glia,205,1602,acy3.2,1.5131713,1.3520013,0.13023615772285863,0.20930450624385866
Muller glia,205,1602,qkib,1.5130291,1.1567328,0.130272263002429,0.2093477835921677
Muller glia,205,1602,adamts10,1.5125315,0.38385555,0.13039869265146686,0.20953619605958396
Muller glia,205,1602,CABZ01081752.2,1.5121762,0.6161677,0.13048905781775633,0.20966663445530884
Muller glia,205,1602,si:ch211-147g22.4,1.5110389,1.6120296,0.1307785528692304,0.21011698898554496
Muller glia,205,1602,drd3,1.5108967,2.6225388,0.1308147747510917,0.2101603842532856
Muller glia,205,1602,zbtb46,1.510328,1.9929855,0.1309597400979685,0.21036364954618755
Muller glia,205,1602,cfap43,1.510328,0.8547766,0.1309597400979685,0.21036364954618755
Muller glia,205,1602,hdc,1.5096172,1.6348528,0.13114112194569832,0.21064017566339616
Muller glia,205,1602,si:dkey-23a13.21,1.5095462,0.21535201,0.13115927083903275,0.21065449490642454
Muller glia,205,1602,si:dkey-20i20.9,1.509404,-0.1248512,0.1311955744682596,0.21069796834525917
Muller glia,205,1602,wnt8a-1,1.5093329,1.0976008,0.13121372920438662,0.21071229088692608
Muller glia,205,1602,ctnnal1,1.5092618,-0.1574238,0.13123188588834567,0.2107266145400739
Muller glia,205,1602,plekhf1,1.5089064,1.0867279,0.13132269852972467,0.2108575958304201
Muller glia,205,1602,znf385d,1.5087643,0.40834874,0.1313590372252034,0.21090109903712895
Muller glia,205,1602,gcnt7,1.508622,2.0138385,0.1313953837157611,0.21091492321331676
Muller glia,205,1602,CABZ01118738.1,1.508622,0.9132502,0.1313953837157611,0.21091492321331676
Muller glia,205,1602,hsd17b4,1.508622,0.9390974,0.1313953837157611,0.21091492321331676
Muller glia,205,1602,TMEM164,1.5083377,1.140529,0.1314681000858629,0.2110167992161254
Muller glia,205,1602,psmb13a,1.5081956,1.1185675,0.13150446996728152,0.2110603259718301
Muller glia,205,1602,CABZ01073265.1,1.5079113,0.6538905,0.1315772331275396,0.21116225250359205
Muller glia,205,1602,cacna1db,1.5077691,0.94122773,0.13161362640825286,0.2111909445910862
Muller glia,205,1602,GABRB2,1.5077691,-0.5596012,0.13161362640825286,0.2111909445910862
Muller glia,205,1602,si:ch211-214p13.3,1.5073427,1.2296057,0.13172285306396994,0.21135134666959812
Muller glia,205,1602,hist1h2a3,1.5064186,-0.3064898,0.13195975181407368,0.21171656362152494
Muller glia,205,1602,disp1,1.5047127,-0.13157308,0.13239797051202193,0.2124047047321207
Muller glia,205,1602,rrnad1,1.5045705,-1.0520105,0.13243453955595497,0.21244843195907465
Muller glia,205,1602,znf1024,1.5042862,1.1325111,0.13250770111280866,0.21255084977404753
Muller glia,205,1602,znf1042,1.5036464,3.1774504,0.13267242906118723,0.21280012122427508
Muller glia,205,1602,ftr93,1.5035043,0.25911838,0.13270905679801537,0.2128439055633524
Muller glia,205,1602,c6-1,1.5031489,0.8651881,0.1328006603970065,0.21297584995690047
Muller glia,205,1602,rapgef4,1.5026513,-0.19941509,0.13292898767506184,0.21316666637362477
Muller glia,205,1602,igfbp1b,1.502367,2.0620425,0.1330023606397328,0.21325434729225642
Muller glia,205,1602,adora2b,1.502367,1.8494397,0.1330023606397328,0.21325434729225642
Muller glia,205,1602,mlf1,1.5022248,0.44045705,0.13303905887732498,0.21329819735528951
Muller glia,205,1602,mdh1b,1.5016562,1.797477,0.13318593021782202,0.21351866662397567
Muller glia,205,1602,arhgap31,1.5007321,0.44204643,0.1334248637743265,0.21387165663882168
Muller glia,205,1602,pimr93,1.5007321,0.40122002,0.1334248637743265,0.21387165663882168
Muller glia,205,1602,CT025742.1,1.5003057,0.46859285,0.13353525261695548,0.2140335641081013
Muller glia,205,1602,zgc:112234-8,1.5001634,-0.62916416,0.13357206459789897,0.21407752632231764
Muller glia,205,1602,malt3,1.4998791,0.9745994,0.13364571211546958,0.21416546996980945
Muller glia,205,1602,parapinopsinb,1.4998791,0.86049205,0.13364571211546958,0.21416546996980945
Muller glia,205,1602,fam189a2,1.498884,0.28523716,0.13390372585930962,0.21456386163014896
Muller glia,205,1602,hist1h2a3-2,1.4983864,-0.56349134,0.1340328771379452,0.21475572595504594
Muller glia,205,1602,lars2,1.4983153,0.5626153,0.13405133518288398,0.2147702162741156
Muller glia,205,1602,adam19b,1.4982443,0.6414325,0.13406979519374,0.2147847077074993
Muller glia,205,1602,rap1gap2b,1.4974624,0.906035,0.1342729850969126,0.2150951203578307
Muller glia,205,1602,znf1104-1,1.4967515,-0.046965647,0.1344579097542146,0.21537623193532493
Muller glia,205,1602,acy3.1,1.496254,1.6859745,0.13458747413139352,0.21556863352941658
Muller glia,205,1602,thy1,1.4959697,2.1685011,0.13466155423999548,0.21567214524550807
Muller glia,205,1602,si:dkey-183n20.15,1.4945481,0.91735584,0.13503242767005372,0.21625094927602215
Muller glia,205,1602,acy1-1,1.4944059,1.2782546,0.13506955838311596,0.21629522921479885
Muller glia,205,1602,rab7b,1.4941216,1.3443444,0.13514384347767072,0.21639899636808466
Muller glia,205,1602,si:ch73-367j5.3,1.4938372,1.2355995,0.1352181601363019,0.21650279949392584
Muller glia,205,1602,ahrrb,1.4934108,1.0685781,0.13532969432308214,0.2166509695854367
Muller glia,205,1602,c1qc,1.4934108,1.3206424,0.13532969432308214,0.2166509695854367
Muller glia,205,1602,tln2b,1.4932686,-0.4218803,0.13536688817539744,0.21669530699216488
Muller glia,205,1602,alpk2,1.4929843,1.6210388,0.1354412995706587,0.21679921183731668
Muller glia,205,1602,ldlrad3,1.4925578,-0.4244113,0.13555297590399307,0.21696274744248886
Muller glia,205,1602,wnt11,1.4924157,-0.44076887,0.13559021714958575,0.2170071294958257
Muller glia,205,1602,BX510909.2,1.4919891,0.73853225,0.13570198830274216,0.2171707793160615
Muller glia,205,1602,si:ch73-193i22.1,1.4917048,0.49908048,0.13577654192773106,0.21727484925626606
Muller glia,205,1602,ubr1,1.4914205,0.27999395,0.13585112717964568,0.21737895520440884
Muller glia,205,1602,si:ch73-250a16.5,1.4913495,2.7564313,0.13586977843519704,0.21739355137060948
Muller glia,205,1602,adamts14,1.4912783,0.43327647,0.13588843166800801,0.21740814865293964
Muller glia,205,1602,esyt1a,1.4905676,0.01286625,0.1360750727707808,0.21769148913883746
Muller glia,205,1602,tspan4a,1.4904253,0.1780514,0.13611242472998525,0.21773597541302528
Muller glia,205,1602,ppiaa,1.4898567,0.56906533,0.13626191172637583,0.21795982276074966
Muller glia,205,1602,zgc:152670,1.4885772,0.70053005,0.13659872080334765,0.21848325160813084
Muller glia,205,1602,fgd5a,1.48744,0.00016459914,0.13689864566543747,0.2189476166268666
Muller glia,205,1602,si:ch73-304f21.1,1.4867291,0.76744306,0.1370863565414201,0.21921709321319335
Muller glia,205,1602,zfpm2a,1.4867291,0.67077726,0.1370863565414201,0.21921709321319335
Muller glia,205,1602,si:dkey-264f17.2,1.4863738,1.4183309,0.13718028640004926,0.2193519221731495
Muller glia,205,1602,zgc:158659,1.4860183,-0.13389556,0.13727426589157735,0.219486811591292
Muller glia,205,1602,mrm1,1.485734,0.3868869,0.13734948523012996,0.2195916887346664
Muller glia,205,1602,PLPP1,1.4855919,0.48445237,0.13738710681704103,0.21963644483652114
Muller glia,205,1602,zgc:173552,1.4853076,0.083907165,0.13746237383072216,0.21972597633129656
Muller glia,205,1602,trarg1a,1.4853076,2.072394,0.13746237383072216,0.21972597633129656
Muller glia,205,1602,galca,1.4845967,0.71861833,0.13765068047358822,0.22001155844209122
Muller glia,205,1602,il13ra1,1.4844546,0.33563703,0.13768836565669887,0.22005637422770574
Muller glia,205,1602,CAMSAP3,1.4843835,0.37357235,0.13770721123081653,0.22007107599359843
Muller glia,205,1602,pkn3,1.4841702,1.5077473,0.13776375988479342,0.22014602509468983
Muller glia,205,1602,si:dkey-242h9.3,1.4838859,1.5009471,0.1378391859348294,0.22025112759902382
Muller glia,205,1602,penkb,1.4836016,1.0102247,0.13791464381413807,0.22035626623700322
Muller glia,205,1602,ccdc96,1.4831752,0.0393492,0.13802789032901958,0.22052176357419453
Muller glia,205,1602,stard10,1.4828908,-0.61213267,0.13810342781357066,0.22062699570805233
Muller glia,205,1602,stx7l,1.4826064,0.9301921,0.13817899715303752,0.22073226399077409
Muller glia,205,1602,chrna10a,1.4823221,2.0659628,0.1382545983547421,0.2208375684264621
Muller glia,205,1602,BX000701.2,1.4811848,-0.20031652,0.13855732193030348,0.22130562103171697
Muller glia,205,1602,mrap2a,1.4806162,-0.25082812,0.1387088750817284,0.22153217356759103
Muller glia,205,1602,CU457778.1,1.480474,0.597822,0.13874678331319706,0.22157720460090755
Muller glia,205,1602,ankrd37,1.4803319,1.0398742,0.13878469952393713,0.22160672991107844
Muller glia,205,1602,hoga1,1.4803319,1.3903177,0.13878469952393713,0.22160672991107844
Muller glia,205,1602,esm1,1.4801897,-0.6401728,0.13882262371486193,0.22165177175301967
Muller glia,205,1602,heatr5b,1.4801186,0.4497106,0.13884158880317896,0.22166653827188199
Muller glia,205,1602,OSBP2,1.4798343,0.20296194,0.13891746911147299,0.22177216394961743
Muller glia,205,1602,KCNMB2,1.479621,1.2019484,0.13897440029866537,0.22184752599632307
Muller glia,205,1602,si:ch211-160b11.4,1.4786259,-0.08611834,0.13924031676823997,0.22225646140735086
Muller glia,205,1602,gfra2a,1.4781995,0.88040495,0.1393544008182265,0.2224074398954947
Muller glia,205,1602,CABZ01090373.1,1.4781995,1.2177469,0.1393544008182265,0.2224074398954947
Muller glia,205,1602,si:ch211-14a17.10,1.4780573,0.23476905,0.1393924448214048,0.22245259487308205
Muller glia,205,1602,asap2b,1.4779152,0.5546514,0.13943049681935976,0.22248219374274705
Muller glia,205,1602,tap2t,1.4779152,0.8380901,0.13943049681935976,0.22248219374274705
Muller glia,205,1602,itpr3,1.477773,0.09198834,0.13946855681300196,0.22252735953105426
Muller glia,205,1602,tmem241,1.4772043,0.95825976,0.13962087676265766,0.22275481233558356
Muller glia,205,1602,si:dkey-199m13.5,1.4767778,0.044864222,0.1397352007242302,0.2229060299364984
Muller glia,205,1602,prkcda,1.4767778,0.53359056,0.1397352007242302,0.2229060299364984
Muller glia,205,1602,osgepl1,1.4764935,0.15689968,0.13981145671194348,0.2230120795671631
Muller glia,205,1602,pde6ha,1.4763514,0.36543193,0.13984959671252858,0.2230573201288481
Muller glia,205,1602,f10,1.4757828,0.8748135,0.14000223678094428,0.22328516692419478
Muller glia,205,1602,fut8b,1.4743611,2.418504,0.14038439773258435,0.22387901191705326
Muller glia,205,1602,chrd,1.4730816,1.5321131,0.14072902813769408,0.2244129259684898
Muller glia,205,1602,timp4.1,1.4726552,1.315282,0.14084404938516498,0.22458064574150896
Muller glia,205,1602,peli1a,1.4723709,2.5212824,0.1409207703617838,0.22468727524904766
Muller glia,205,1602,slc5a8,1.4718021,1.6437346,0.1410743086955588,0.22491636063119594
Muller glia,205,1602,CU182823.2,1.47166,0.8142997,0.14111271336356235,0.22496186792193903
Muller glia,205,1602,pdgfaa,1.4712335,1.897244,0.14122797558499742,0.22512988659217006
Muller glia,205,1602,sec14l7,1.4704516,0.55416363,0.1414394775716341,0.2254512857631141
Muller glia,205,1602,p3h4,1.4695276,0.5409716,0.1416897481661892,0.22583443197898934
Muller glia,205,1602,gsap,1.4683192,0.39472556,0.14201753827190014,0.22634107171977488
Muller glia,205,1602,cfap53,1.467253,1.5826633,0.14230724822942573,0.22678607472865578
Muller glia,205,1602,nr4a2b,1.4671819,0.8819521,0.14232657834963244,0.22678607472865578
Muller glia,205,1602,scn4ba,1.4671819,0.09453608,0.14232657834963244,0.22678607472865578
Muller glia,205,1602,otpa,1.4666843,1.4655812,0.1424619456458852,0.2269859174479382
Muller glia,205,1602,adcy1a,1.4662578,0.76014066,0.1425780534109198,0.22715504801056735
Muller glia,205,1602,helq,1.4659735,1.3464764,0.1426554989357236,0.22726256265507422
Muller glia,205,1602,si:ch211-163l21.7,1.4656892,1.219506,0.14273297674741522,0.22737011371683427
Muller glia,205,1602,itga11a,1.4651206,1.313331,0.14288802926023708,0.22760121571804134
Muller glia,205,1602,CABZ01038524.1,1.464694,0.84311336,0.1430044034514263,0.22777068043966964
Muller glia,205,1602,isl2b,1.464623,-0.29189107,0.14302380621913766,0.22778568076495304
Muller glia,205,1602,elovl1a,1.4642676,0.92312455,0.14312085036091637,0.2279243252553986
Muller glia,205,1602,slitrk5b,1.4641254,1.4064662,0.14315968216122638,0.2279702519296424
Muller glia,205,1602,znf1036,1.4638411,1.3645599,0.14323737001295295,0.22806212465839584
Muller glia,205,1602,gfra4a,1.4638411,0.048578314,0.14323737001295295,0.22806212465839584
Muller glia,205,1602,mt-co1,1.46377,0.22676995,0.14325679702885274,0.2280771380151593
Muller glia,205,1602,CABZ01050062.1,1.463699,1.0295664,0.14327622606616436,0.22809215249458534
Muller glia,205,1602,CR631122.1,1.4635568,0.45187095,0.14331509020547095,0.22813810291378195
Muller glia,205,1602,si:ch211-233m11.1,1.4628459,0.6694781,0.14350953222482737,0.22841575096944022
Muller glia,205,1602,mettl8,1.4628459,0.62267476,0.14350953222482737,0.22841575096944022
Muller glia,205,1602,znf970,1.4627038,1.3409972,0.14354844489954033,0.2284617464415525
Muller glia,205,1602,si:dkey-7i4.8,1.4614244,0.73467124,0.14389902323621687,0.22900372634027313
Muller glia,205,1602,si:ch211-284e13.12,1.461069,2.192702,0.14399652252334924,0.22914290376152108
Muller glia,205,1602,si:dkey-33c14.6,1.4607135,0.13495119,0.14409407245216566,0.2292821423485565
Muller glia,205,1602,kcnk5a,1.4605714,0.57935554,0.1441331066064945,0.2293282578472562
Muller glia,205,1602,BX927212.1,1.4600028,-0.06796692,0.14428932429074706,0.22956080305773155
Muller glia,205,1602,b4galt5,1.4592919,1.0352224,0.14448477886369782,0.22985573641684368
Muller glia,205,1602,fhl1b,1.4590787,2.3399043,0.14454345478547861,0.22991701534103498
Muller glia,205,1602,glipr2l,1.4590787,2.7902617,0.14454345478547861,0.22991701534103498
Muller glia,205,1602,znf1051,1.4589366,1.7573817,0.14458258221045495,0.22996321885010867
Muller glia,205,1602,GRM7,1.4588654,1.6829717,0.14460214896641455,0.22997830621659335
Muller glia,205,1602,spata2l,1.4587944,2.6629996,0.14462171775150381,0.22999339470652191
Muller glia,205,1602,slc24a4b,1.4586521,0.5942922,0.14466086140951775,0.23003960904331025
Muller glia,205,1602,hcn4,1.4578702,0.10619826,0.14487629665920837,0.23036613617387053
Muller glia,205,1602,CU928131.1,1.4577992,1.2086471,0.14489589386382162,0.23038123966513538
Muller glia,205,1602,arhgap18,1.4573728,2.6797812,0.14501351974224108,0.23055219359396098
Muller glia,205,1602,btr02,1.4572306,1.7133558,0.145052744618955,0.23059848522593873
Muller glia,205,1602,CABZ01093429.1,1.4566619,1.873857,0.14520972540243562,0.23081587692347852
Muller glia,205,1602,dhrs13b.1,1.4566619,1.8104669,0.14520972540243562,0.23081587692347852
Muller glia,205,1602,CABZ01081777.1,1.4565197,1.5383066,0.1452489909219142,0.23086220510705976
Muller glia,205,1602,CABZ01058333.1,1.4563776,2.0420341,0.14528826457261665,0.2309085397586111
Muller glia,205,1602,tmem98,1.4561644,1.2468013,0.1453471902966617,0.23098609907612286
Muller glia,205,1602,si:ch73-329n5.1,1.455809,1.2448539,0.1454454405054615,0.23112613779960245
Muller glia,205,1602,si:dkeyp-117b11.2,1.4554535,0.8610328,0.14554374156221173,0.2312662378114325
Muller glia,205,1602,srgn,1.4550982,1.0093148,0.14564209348080487,0.23140639912088046
Muller glia,205,1602,si:dkey-20i20.2,1.454032,-0.034563668,0.14593745454648255,0.23185954109401116
Muller glia,205,1602,pou4f2,1.4530368,0.083856106,0.1462135383158466,0.23228199509745187
Muller glia,205,1602,ptprc,1.4528947,0.6705181,0.14625301145917705,0.23231234858781546
Muller glia,205,1602,rad51c,1.4528947,0.10533495,0.14625301145917705,0.23231234858781546
Muller glia,205,1602,CABZ01113771.1,1.4527525,-0.34267455,0.1462924927563798,0.23235888305028837
Muller glia,205,1602,gpr137c,1.451473,0.63821536,0.14664819150163977,0.23290762968023587
Muller glia,205,1602,HACD4,1.4513309,1.135202,0.14668775438628465,0.23295424579285148
Muller glia,205,1602,socs9,1.4509044,-0.37026942,0.14680649202543522,0.23312658377949697
Muller glia,205,1602,amacr,1.4494828,0.9894024,0.147202815097299,0.23370713486078934
Muller glia,205,1602,znf1072,1.4494828,0.579226,0.147202815097299,0.23370713486078934
Muller glia,205,1602,smoc1,1.4494828,0.4580825,0.147202815097299,0.23370713486078934
Muller glia,205,1602,otofb,1.448914,1.1650865,0.14736157317942544,0.23394290667656453
Muller glia,205,1602,nags,1.4484876,0.6090698,0.14748072761356124,0.23411577754144963
Muller glia,205,1602,si:dkey-206p8.1,1.4483454,0.51370645,0.14752046211965195,0.23416255930528945
Muller glia,205,1602,vopp1,1.4477057,1.516968,0.14769936866400288,0.23443023010727737
Muller glia,205,1602,igsf5b,1.4476347,-0.72715586,0.14771925740011801,0.23444548622992153
Muller glia,205,1602,tbc1d2,1.4472082,0.6936574,0.14783863280012866,0.2346186247004755
Muller glia,205,1602,lmo2,1.4469239,0.4933518,0.14791825734470238,0.2347286592101207
Muller glia,205,1602,si:dkey-79d12.4,1.446213,0.644831,0.148117462063463,0.23502842470986862
Muller glia,205,1602,si:dkey-91i10.3,1.4460709,0.37676647,0.14815732758979475,0.23507533136082817
Muller glia,205,1602,map4k2,1.4459287,0.34154636,0.14819720131237166,0.23512224449121183
Muller glia,205,1602,elovl7a,1.4453601,2.583682,0.14835677818271115,0.23535905289862236
Muller glia,205,1602,NPFFR2,1.445289,-0.05786792,0.1483767345160696,0.23537434423997608
Muller glia,205,1602,slc38a8b,1.4437963,2.1288347,0.14879629129788455,0.23599066972877086
Muller glia,205,1602,BX649516.4,1.4437963,-0.41679177,0.14879629129788455,0.23599066972877086
Muller glia,205,1602,mitfb,1.4437963,1.9055582,0.14879629129788455,0.23599066972877086
Muller glia,205,1602,TCERG1L,1.4432987,-0.23513044,0.14893634466051614,0.2361963733569937
Muller glia,205,1602,emilin1b,1.4430854,1.3592973,0.14899639832812667,0.2362751866439284
Muller glia,205,1602,rgl2,1.442659,2.1818383,0.14911656111535865,0.23644930205912817
Muller glia,205,1602,niban2a,1.4422325,1.5885073,0.1492367978583089,0.23662351053249936
Muller glia,205,1602,dspb,1.4417349,0.7274857,0.14937716756175703,0.23682961453793613
Muller glia,205,1602,c1ql2,1.4415216,1.716522,0.14943735684011764,0.23689211462675308
Muller glia,205,1602,CABZ01075572.1,1.4415216,1.6561273,0.14943735684011764,0.23689211462675308
Muller glia,205,1602,si:dkey-238d18.4,1.4414506,0.67884743,0.14945742404490958,0.23690746350309355
Muller glia,205,1602,si:dkey-63j12.4,1.4412373,1.2155393,0.14951763799683074,0.23698644310579445
Muller glia,205,1602,rnaset2l,1.4410952,0.9987835,0.14955779091382515,0.23703361707079987
Muller glia,205,1602,si:ch211-5k11.8,1.440953,-0.18635091,0.1495979520577435,0.23708079751950698
Muller glia,205,1602,hapln1a,1.4406687,1.2644515,0.14967829902984697,0.2371916529430327
Muller glia,205,1602,wdr26a,1.4388206,-0.08357591,0.15020135704120088,0.23800399792879873
Muller glia,205,1602,si:dkey-16p6.1-5,1.4386073,0.09372908,0.1502617994719534,0.23808323596011063
Muller glia,205,1602,cnksr3,1.438252,2.084215,0.15036257806895753,0.23822636943448353
Muller glia,205,1602,rel,1.4381809,0.256882,0.1503827399712008,0.2382417671502086
Muller glia,205,1602,si:ch73-233f7.4,1.4374701,0.2778521,0.15058447237766728,0.23854479330266815
Muller glia,205,1602,zgc:171759-2,1.4369725,-0.27617115,0.15072580776193617,0.23875210751791764
Muller glia,205,1602,znf1115,1.4368303,0.18306506,0.15076620786612108,0.23879952093659793
Muller glia,205,1602,si:ch211-162i8.5,1.4367592,0.58723074,0.15078641101306045,0.2388149399084246
Muller glia,205,1602,CABZ01079427.1,1.436546,1.4815891,0.1508470328345712,0.23889436723742266
Muller glia,205,1602,lgalslb,1.4354087,1.3873878,0.15117066297020193,0.23939027726913903
Muller glia,205,1602,ftr04,1.4349822,1.1742343,0.15129216056614805,0.2395660483789502
Muller glia,205,1602,ccdc146,1.4332763,1.1759908,0.15177889497607944,0.24032009516166714
Muller glia,205,1602,zp3d.1,1.432992,0.23862803,0.15186013318386044,0.24043203680501132
Muller glia,205,1602,si:dkey-171c9.3,1.4327077,1.2480897,0.1519414044975705,0.240544015322906
Muller glia,205,1602,dgat1b,1.4324234,0.40923274,0.15202270892412847,0.24065603071862762
Muller glia,205,1602,si:dkey-30e9.6,1.4314282,0.62033397,0.15230753528058452,0.24109018889508566
Muller glia,205,1602,CABZ01054391.1,1.431286,0.75684506,0.15234825789712014,0.24113791767203233
Muller glia,205,1602,FP074867.1,1.4307173,-0.0507565,0.1525112312403987,0.24136238073445823
Muller glia,205,1602,grm8a,1.4307173,0.28178653,0.1525112312403987,0.24136238073445823
Muller glia,205,1602,slco1d1,1.4305041,2.4484549,0.15257238043865734,0.2414424053098703
Muller glia,205,1602,myo5ab,1.4299355,1.9588181,0.1527355361827957,0.24168383068170343
Muller glia,205,1602,enkur,1.4290825,1.3794551,0.15298051866750337,0.24205469360256307
Muller glia,205,1602,ENSDARG00000100700,1.4290115,0.6697491,0.15300094735983757,0.24207022762466013
Muller glia,205,1602,CU459094.2,1.4289403,1.8150309,0.15302137812733163,0.24208576277523
Muller glia,205,1602,TMEM132C,1.4287271,0.08035509,0.15308268288184845,0.24216595552205872
Muller glia,205,1602,lzts1,1.4281584,1.0195924,0.15324625356107122,0.24240790337600315
Muller glia,205,1602,tmem79b,1.427803,1.8498856,0.15334855271671374,0.2425529039122506
Muller glia,205,1602,ubxn10,1.4273766,0.98435426,0.1534713802452359,0.24273035201986737
Muller glia,205,1602,zgc:153738,1.4268079,0.2890822,0.1536352666346152,0.24295586702727548
Muller glia,205,1602,amigo3,1.4268079,1.8736632,0.1536352666346152,0.24295586702727548
Muller glia,205,1602,sdsl,1.4263103,0.30912325,0.15377877634414122,0.24316595444228833
Muller glia,205,1602,ica1,1.4258839,0.21864201,0.15390186575555798,0.2433437249432731
Muller glia,205,1602,mapk15,1.4246755,0.7451913,0.15425102578176464,0.2438789002120311
Muller glia,205,1602,atp1a1a.5,1.4238936,0.55072445,0.15447727340675796,0.24421968386890985
Muller glia,205,1602,CR749163.1,1.423325,-0.0011060918,0.15464197542464872,0.24446312697404973
Muller glia,205,1602,lrrn3b,1.422472,1.0409256,0.15488927851646753,0.2448371057924178
Muller glia,205,1602,CABZ01086293.1,1.4214768,1.217221,0.1551781782755153,0.2452597880697887
Muller glia,205,1602,znf668,1.4214768,0.7418701,0.1551781782755153,0.2452597880697887
Muller glia,205,1602,znf1114,1.4213347,-0.5814701,0.1552194830469227,0.2453080752857255
Muller glia,205,1602,si:ch211-255f4.2,1.4211925,0.11553086,0.15526079616520078,0.24535636900226693
Muller glia,205,1602,cyldl,1.419771,1.1058747,0.1556743866131387,0.24599291970669343
Muller glia,205,1602,zgc:64051,1.4189179,0.5813897,0.15592294192646902,0.24636861574792474
Muller glia,205,1602,cdcp1a,1.4186336,2.3320248,0.156005860579127,0.24648256093854312
Muller glia,205,1602,si:ch73-266f23.1,1.4176385,1.141638,0.15629633934319215,0.24690730485674414
Muller glia,205,1602,tnni2a.2,1.4176385,0.7417493,0.15629633934319215,0.24690730485674414
Muller glia,205,1602,slc22a2,1.4174963,0.43305844,0.15633786977854155,0.24695581105510794
Muller glia,205,1602,rtn2a,1.4166434,-0.4415569,0.1565872281862134,0.24733257886949295
Muller glia,205,1602,TMEM275,1.4157193,-0.23970702,0.15685770669666488,0.2477426518188186
Muller glia,205,1602,eef1g,1.4152217,0.5459835,0.15700349561343524,0.2479557456164277
Muller glia,205,1602,efna2a,1.4150796,-1.0739836,0.15704516845058705,0.24800439068691973
