group,n_egfp_pos,n_egfp_neg,gene,score,logfoldchange,pval,pval_adj
Muller glia,205,1602,ccdc58,6.262516,1.1569059,3.788147958839401e-10,1.8270405789641282e-09
Muller glia,205,1602,vti1b,6.2619476,1.1434109,3.801991135335541e-10,1.832942176044161e-09
Muller glia,205,1602,srebf2,6.2619476,0.5361016,3.801991135335541e-10,1.832942176044161e-09
Muller glia,205,1602,tmem259,6.2612367,0.5083643,3.819364568400979e-10,1.8409288801802565e-09
Muller glia,205,1602,dixdc1a,6.2605257,1.4100304,3.8368154950517083e-10,1.8489495540476261e-09
Muller glia,205,1602,ywhae1,6.2601705,0.98885775,3.84557012366632e-10,1.852777005938749e-09
Muller glia,205,1602,rai14,6.2593884,0.40994787,3.8648990055382125e-10,1.8616963896398488e-09
Muller glia,205,1602,vars2,6.258962,0.9289679,3.8754819729633103e-10,1.8664000474817815e-09
Muller glia,205,1602,kdm6bb,6.2583933,0.71450317,3.8896366116477793e-10,1.8728214441013252e-09
Muller glia,205,1602,si:dkeyp-84f3.5,6.257754,0.45576525,3.905620908613696e-10,1.8801209071155145e-09
Muller glia,205,1602,foxp4,6.257043,1.2125958,3.9234564491160746e-10,1.8883082694870256e-09
Muller glia,205,1602,stx4,6.2559767,0.79532033,3.9503589328290713e-10,1.9004542035982626e-09
Muller glia,205,1602,ercc6,6.2559767,0.65459144,3.9503589328290713e-10,1.9004542035982626e-09
Muller glia,205,1602,si:ch73-376l24.6,6.2556214,0.896945,3.959366379588549e-10,1.904385941757402e-09
Muller glia,205,1602,slc24a2,6.2551947,1.1705703,3.9702017833226654e-10,1.9091950523385323e-09
Muller glia,205,1602,dnal4b,6.254555,0.80437475,3.986509183869296e-10,1.916632961256275e-09
Muller glia,205,1602,cct3,6.2540574,0.829521,3.9992379056662754e-10,1.9223475419714443e-09
Muller glia,205,1602,cnbpb,6.2539864,1.0014096,4.001059530142416e-10,1.9228180126635545e-09
Muller glia,205,1602,mpp4l,6.253631,1.1826876,4.010179808999176e-10,1.9264554764940956e-09
Muller glia,205,1602,ube2d4,6.25356,0.37200165,4.012006298524284e-10,1.9264554764940956e-09
Muller glia,205,1602,epb41l3a,6.25356,0.66252416,4.012006298524284e-10,1.9264554764940956e-09
Muller glia,205,1602,sdf2,6.25356,1.4164509,4.012006298524284e-10,1.9264554764940956e-09
Muller glia,205,1602,taf1,6.2534175,0.69114345,4.015661714140763e-10,1.9278049386509515e-09
Muller glia,205,1602,rab32a,6.252707,1.0863773,4.033987615126119e-10,1.9361952338285745e-09
Muller glia,205,1602,bicdl1,6.252138,0.4164542,4.0487070928402325e-10,1.9428513863896556e-09
Muller glia,205,1602,si:ch73-199g24.2,6.251925,0.8219733,4.054240402982764e-10,1.945097503958902e-09
Muller glia,205,1602,mthfd2,6.251854,0.5049558,4.0560864796252355e-10,1.945574029850515e-09
Muller glia,205,1602,mt-nd4l,6.2513566,0.4898494,4.069032011605805e-10,1.9513732873820313e-09
Muller glia,205,1602,pcsk1nl,6.251143,0.6572262,4.074592435324481e-10,1.953629197710328e-09
Muller glia,205,1602,slc25a51b,6.251072,0.8789693,4.076447557655256e-10,1.954107966648232e-09
Muller glia,205,1602,arpc5b,6.250859,1.1295619,4.0820178729178235e-10,1.955956180106581e-09
Muller glia,205,1602,ablim2,6.250859,0.77133876,4.0820178729178235e-10,1.955956180106581e-09
Muller glia,205,1602,mgmt,6.2507167,1.2394559,4.085735543556902e-10,1.9573264375296852e-09
Muller glia,205,1602,prmt1,6.250219,0.9277795,4.098773436789731e-10,1.962748077529054e-09
Muller glia,205,1602,adarb1b,6.250219,0.51048976,4.098773436789731e-10,1.962748077529054e-09
Muller glia,205,1602,phactr1,6.2497926,0.61100143,4.109981091157264e-10,1.9677019650067296e-09
Muller glia,205,1602,clocka,6.2496505,0.4883437,4.1137236194998804e-10,1.969080506329223e-09
Muller glia,205,1602,polr2h,6.2494373,0.7021041,4.1193436502374386e-10,1.971356968593805e-09
Muller glia,205,1602,ephb2b,6.249295,0.5190155,4.123094500414014e-10,1.9727381467689785e-09
Muller glia,205,1602,ostf1,6.2487264,1.2478355,4.1381312678009144e-10,1.979517479814264e-09
Muller glia,205,1602,C9H2orf69,6.2485843,0.8289346,4.1418988157717967e-10,1.980904353966499e-09
Muller glia,205,1602,xrcc4,6.248229,1.7073537,4.151332340590805e-10,1.984999888616601e-09
Muller glia,205,1602,CR956623.1,6.2481575,1.0183545,4.1532215607226327e-10,1.9854870801501558e-09
Muller glia,205,1602,rdh10a,6.247731,0.7083421,4.1645745181936116e-10,1.9904973493306278e-09
Muller glia,205,1602,rbm25a,6.247589,0.59571755,4.1683655648140535e-10,1.9918919905760997e-09
Muller glia,205,1602,edrf1,6.247447,0.79114795,4.1721599800208037e-10,1.9932876570516146e-09
Muller glia,205,1602,pcdh1g30,6.246523,0.45811155,4.1969059898074527e-10,2.0046904594949206e-09
Muller glia,205,1602,sppl2,6.245883,0.61085224,4.2141217098563067e-10,2.0124923292223557e-09
Muller glia,205,1602,relt,6.2453146,0.93681127,4.2294824275245397e-10,2.0189826871545787e-09
Muller glia,205,1602,dnajb1a,6.2453146,0.72909814,4.2294824275245397e-10,2.0189826871545787e-09
Muller glia,205,1602,cdc42bpb,6.2440352,0.5384353,4.264244140490616e-10,2.0351506606069545e-09
Muller glia,205,1602,ralgapa2,6.2439637,0.4162751,4.266183502087084e-10,2.035650370908024e-09
Muller glia,205,1602,slc6a9,6.2436795,0.9438165,4.2739495615161766e-10,2.038929555559777e-09
Muller glia,205,1602,CABP4,6.242329,1.172164,4.3110271913702135e-10,2.0557580124734255e-09
Muller glia,205,1602,rsrc2,6.242329,0.60962707,4.3110271913702135e-10,2.0557580124734255e-09
Muller glia,205,1602,znf106b,6.2417603,0.837879,4.3267325864451786e-10,2.0623850918214345e-09
Muller glia,205,1602,setbp1,6.2417603,0.5097705,4.3267325864451786e-10,2.0623850918214345e-09
Muller glia,205,1602,tfip11,6.241192,0.75370264,4.342493824698425e-10,2.069465461099753e-09
Muller glia,205,1602,wdr54,6.2409077,0.8540336,4.350395445443025e-10,2.0727980638448564e-09
Muller glia,205,1602,apln,6.2408366,0.58184075,4.352373042398148e-10,2.0733072920490487e-09
Muller glia,205,1602,idi1,6.2401257,0.45315397,4.372197335204378e-10,2.0823160293949366e-09
Muller glia,205,1602,arntl1b,6.2397704,0.81913376,4.3821425053238134e-10,2.086616927028849e-09
Muller glia,205,1602,myo10,6.2392015,0.6192341,4.3981007223618937e-10,2.0937786264449474e-09
Muller glia,205,1602,lmnb1,6.2382774,0.63430756,4.4241538829063385e-10,2.1057421767315315e-09
Muller glia,205,1602,plppr3a,6.237922,0.65202886,4.434214388160059e-10,2.1100903804150066e-09
Muller glia,205,1602,smurf1,6.2372823,0.34871,4.4523795985154343e-10,2.1182927170163213e-09
Muller glia,205,1602,hdhd2,6.237069,0.7573798,4.458450794027106e-10,2.1207389066751535e-09
Muller glia,205,1602,slc7a14a,6.236785,0.82443964,4.466558292270235e-10,2.124152476997308e-09
Muller glia,205,1602,spred2b,6.236003,0.73691374,4.4889281832029643e-10,2.1343459492165327e-09
Muller glia,205,1602,pds5a,6.23579,0.3304397,4.495048016885702e-10,2.1368103856889667e-09
Muller glia,205,1602,sox2,6.23515,0.46668765,4.5134564192871947e-10,2.145114193608308e-09
Muller glia,205,1602,prdm2b,6.2348657,0.52772856,4.521661530851751e-10,2.1485662258554675e-09
Muller glia,205,1602,ttbk2b,6.234439,0.671367,4.5339965028191173e-10,2.1539788050564873e-09
Muller glia,205,1602,spata18,6.234368,2.070128,4.536055522066044e-10,2.154508320318398e-09
Muller glia,205,1602,si:dkey-12j5.1,6.2330885,0.6198387,4.573274313493713e-10,2.171734115606413e-09
Muller glia,205,1602,tm2d2,6.2320933,0.7931105,4.602428172055196e-10,2.185123702166393e-09
Muller glia,205,1602,nptna,6.23188,0.58066297,4.6086989863454153e-10,2.187645650759425e-09
Muller glia,205,1602,lygl1,6.231667,1.9369463,4.6149781394847456e-10,2.190170507511244e-09
Muller glia,205,1602,fam234b,6.231454,0.61702925,4.6212656422761854e-10,2.1926982757330826e-09
Muller glia,205,1602,ndnl2,6.231169,0.7872281,4.6296619863764266e-10,2.196225387714814e-09
Muller glia,205,1602,enpp5,6.230956,0.6872151,4.635969013777485e-10,2.1987601062641527e-09
Muller glia,205,1602,zgc:77784,6.230885,0.6602062,4.6380732192106956e-10,2.1993008594856286e-09
Muller glia,205,1602,snrnp40,6.230174,0.77594846,4.659166608402404e-10,2.2088438868970087e-09
Muller glia,205,1602,ube2v1,6.2296767,0.7505952,4.67398765980369e-10,2.215409941473127e-09
Muller glia,205,1602,cndp2,6.229179,0.54571563,4.688854722985613e-10,2.2219950726105276e-09
Muller glia,205,1602,lrrc8ab,6.2285395,0.5787719,4.708037351639021e-10,2.230622141286417e-09
Muller glia,205,1602,tp53bp2a,6.2278285,0.508025,4.729441220771972e-10,2.2402978108278864e-09
Muller glia,205,1602,zgc:153431,6.2276864,0.73641115,4.733733376771066e-10,2.241865466561726e-09
Muller glia,205,1602,adam8b,6.2269754,0.8720543,4.755251247899699e-10,2.251588765428307e-09
Muller glia,205,1602,ppip5k1a,6.2267623,0.53390604,4.761725203907557e-10,2.2541862850538097e-09
Muller glia,205,1602,tmub2,6.2266912,0.9535171,4.763885100229437e-10,2.254740887791165e-09
Muller glia,205,1602,dclk1b,6.226549,0.68827593,4.768207761825115e-10,2.2563186822343156e-09
Muller glia,205,1602,coro1cb,6.226407,0.5716021,4.772534251439937e-10,2.2578976333077412e-09
Muller glia,205,1602,eif2b2,6.226265,0.37327754,4.776864572376476e-10,2.259477741854127e-09
Muller glia,205,1602,ap2a1,6.2260513,0.7978654,4.783367244740323e-10,2.2620845139772177e-09
Muller glia,205,1602,rnf168,6.225625,1.0761988,4.796398517882914e-10,2.2677769821443094e-09
Muller glia,205,1602,eif2b3,6.225483,0.7502962,4.800749970243984e-10,2.269364050376627e-09
Muller glia,205,1602,mrps27,6.224985,0.78625935,4.816010416558949e-10,2.276106186719687e-09
Muller glia,205,1602,rasa1a,6.224772,0.4803032,4.822565091386055e-10,2.2787319268804903e-09
Muller glia,205,1602,frmd8,6.2241325,0.7856182,4.842281399192513e-10,2.2875743541060012e-09
Muller glia,205,1602,glud1a,6.223777,1.3485522,4.853268873744455e-10,2.292290327468577e-09
Muller glia,205,1602,eef1db,6.2229238,0.7370523,4.879738182090166e-10,2.3043151966057333e-09
Muller glia,205,1602,mtdha,6.2225685,0.86621636,4.890808595545673e-10,2.3085871402893323e-09
Muller glia,205,1602,ptpn1,6.2225685,0.7173972,4.890808595545673e-10,2.3085871402893323e-09
Muller glia,205,1602,scrib,6.2222843,0.46036056,4.899682570721061e-10,2.312297444887455e-09
Muller glia,205,1602,gipc1,6.222,0.6428555,4.908572259127498e-10,2.3160136286964965e-09
Muller glia,205,1602,zgc:153441,6.221929,1.0432602,4.910797139596659e-10,2.316584266865562e-09
Muller glia,205,1602,bbs2,6.2215734,1.056067,4.921936313346861e-10,2.321358964572709e-09
Muller glia,205,1602,b9d1,6.221289,0.964971,4.930865403508661e-10,2.3250895504390883e-09
Muller glia,205,1602,mark2a,6.221147,0.6674111,4.935335874996473e-10,2.3267166215394615e-09
Muller glia,205,1602,ift57,6.220578,0.82426006,4.953257349844247e-10,2.3346830562396035e-09
Muller glia,205,1602,baiap2l1b,6.220507,1.4294863,4.955501994990869e-10,2.3352585625227576e-09
Muller glia,205,1602,prkrip1,6.220152,0.7680739,4.966740119942101e-10,2.3400710936852367e-09
Muller glia,205,1602,celf5b,6.2199388,1.0619829,4.973494929699992e-10,2.3427697673187265e-09
Muller glia,205,1602,zgc:73226,6.2183747,0.8606913,5.023304887983958e-10,2.365744310684931e-09
Muller glia,205,1602,si:ch73-376l24.2,6.2181616,0.54132247,5.030134763156653e-10,2.367983168631711e-09
Muller glia,205,1602,isoc2,6.2181616,0.8284812,5.030134763156653e-10,2.367983168631711e-09
Muller glia,205,1602,elavl1b,6.2180195,0.44062555,5.034693047146002e-10,2.369151247618435e-09
Muller glia,205,1602,eef2k,6.2180195,0.64901036,5.034693047146002e-10,2.369151247618435e-09
Muller glia,205,1602,fis1,6.2178774,0.4533172,5.039255362282431e-10,2.3708090859919384e-09
Muller glia,205,1602,kansl3,6.217664,0.59766436,5.046106400985047e-10,2.3735427902200386e-09
Muller glia,205,1602,fam20b,6.2163134,0.8462867,5.089707879757434e-10,2.3935581500908335e-09
Muller glia,205,1602,azin1b,6.215603,0.8587145,5.112803483091101e-10,2.4039238635564154e-09
Muller glia,205,1602,si:ch211-156l18.8,6.215034,0.9669998,5.131353575156115e-10,2.412148549557726e-09
Muller glia,205,1602,gnptg,6.214323,0.92226636,5.154633572306289e-10,2.422592824166118e-09
Muller glia,205,1602,zgc:110329,6.214181,0.5904065,5.159301924724977e-10,2.4242874316941482e-09
Muller glia,205,1602,asdurf,6.2138968,0.6472246,5.168651010925758e-10,2.428180302970538e-09
Muller glia,205,1602,cyb5b,6.2137547,0.9657197,5.173331751814891e-10,2.4298788810820075e-09
Muller glia,205,1602,elovl4a,6.2134705,0.37111768,5.182705646960443e-10,2.4337806489112513e-09
Muller glia,205,1602,mapk8ip1a,6.2123327,0.53424394,5.220367262364801e-10,2.450961892494921e-09
Muller glia,205,1602,jund,6.211622,0.5224834,5.244041256974473e-10,2.461063838620832e-09
Muller glia,205,1602,clec16a,6.211622,0.40327153,5.244041256974473e-10,2.461063838620832e-09
Muller glia,205,1602,si:dkey-229b18.3,6.211409,0.5558364,5.251163862741015e-10,2.463899654477803e-09
Muller glia,205,1602,hiat1a,6.210485,0.5032912,5.282137733586445e-10,2.4779232596402952e-09
Muller glia,205,1602,dnm2a,6.2101293,0.90681756,5.294098173194457e-10,2.4830234709104677e-09
Muller glia,205,1602,aass,6.209916,0.8770036,5.301287118355329e-10,2.48588413218993e-09
Muller glia,205,1602,tmcc3,6.209632,0.4852601,5.310887198998419e-10,2.4893624341637754e-09
Muller glia,205,1602,mut,6.209632,0.6095932,5.310887198998419e-10,2.4893624341637754e-09
Muller glia,205,1602,aatf,6.209419,0.68114156,5.318098390743707e-10,2.4922304557936767e-09
Muller glia,205,1602,maco1b,6.2093477,0.61996835,5.320504243997996e-10,2.4928458270348383e-09
Muller glia,205,1602,fnbp1l,6.208992,0.9743717,5.33254945086129e-10,2.4979763988192735e-09
Muller glia,205,1602,zmat5,6.2084236,0.78118885,5.351877153563243e-10,2.5065155718381906e-09
Muller glia,205,1602,rfc1,6.207926,0.6383526,5.368844958019639e-10,2.5139462238772992e-09
Muller glia,205,1602,smarcc1a,6.2068596,0.58246064,5.405381501185868e-10,2.5305349514991423e-09
Muller glia,205,1602,prox3,6.2066464,0.47001508,5.412717871150574e-10,2.532929903478114e-09
Muller glia,205,1602,ier5,6.2066464,0.5747957,5.412717871150574e-10,2.532929903478114e-09
Muller glia,205,1602,itm2bb,6.205509,1.1199914,5.452009580929749e-10,2.5502705468474545e-09
Muller glia,205,1602,med15,6.205509,0.6261856,5.452009580929749e-10,2.5502705468474545e-09
Muller glia,205,1602,gpatch1,6.205296,1.0154283,5.459407699416608e-10,2.5532076229354463e-09
Muller glia,205,1602,si:dkey-184p18.2,6.205083,1.038356,5.466815613832488e-10,2.5561480753916898e-09
Muller glia,205,1602,ice1,6.2049403,0.8395276,5.471759671864015e-10,2.5579355203736427e-09
Muller glia,205,1602,ewsr1a,6.204585,0.73876524,5.484138913745034e-10,2.5631973169282007e-09
Muller glia,205,1602,frs2b,6.204372,0.91489077,5.491579572589231e-10,2.566149217318274e-09
Muller glia,205,1602,prpf18,6.204159,1.2654138,5.499030082222396e-10,2.569104510869128e-09
Muller glia,205,1602,si:ch211-133l5.7,6.2040877,1.8243389,5.501515776692749e-10,2.569739545734883e-09
Muller glia,205,1602,ncbp2,6.203945,0.74983895,5.506490455347017e-10,2.571536678768301e-09
Muller glia,205,1602,mtfr1l,6.203448,0.6807007,5.52393642213182e-10,2.5791559884996562e-09
Muller glia,205,1602,scdb,6.2017417,0.4852237,5.584161610472271e-10,2.6067419443360733e-09
Muller glia,205,1602,zgc:110699,6.2015285,0.527715,5.591734662546084e-10,2.6097431026322383e-09
Muller glia,205,1602,tesk2,6.2012444,0.6815018,5.601847656494304e-10,2.6139282181960434e-09
Muller glia,205,1602,tpi1b,6.2003913,0.9097557,5.632293840496848e-10,2.627060302254234e-09
Muller glia,205,1602,cpne3,6.2003913,0.5641967,5.632293840496848e-10,2.627060302254234e-09
Muller glia,205,1602,tead1b,6.200249,0.35719886,5.637383878463427e-10,2.628896942342317e-09
Muller glia,205,1602,ino80db,6.200107,0.83305293,5.642478404966961e-10,2.630734924433094e-09
Muller glia,205,1602,arhgap23b,6.1997514,1.0511345,5.655234383881537e-10,2.6361434818040356e-09
Muller glia,205,1602,bhlhe41,6.199467,0.8203088,5.66545942331675e-10,2.640370292627682e-09
Muller glia,205,1602,notch1b,6.198259,0.81603616,5.709117464828603e-10,2.660173544222527e-09
Muller glia,205,1602,zcchc24,6.198117,1.1793073,5.714275237098766e-10,2.6620331015710467e-09
Muller glia,205,1602,ulk1b,6.1979747,0.46319523,5.719437556070902e-10,2.6638940172855346e-09
Muller glia,205,1602,tspan9b,6.1972637,0.5430596,5.745317488201267e-10,2.675401670919279e-09
Muller glia,205,1602,vps52,6.1961265,0.60104203,5.786963233182326e-10,2.6942447395630286e-09
Muller glia,205,1602,vps9d1,6.194847,0.8258418,5.834166824676443e-10,2.71566716529981e-09
Muller glia,205,1602,lcmt1,6.194776,0.79519856,5.83680023333018e-10,2.715784697592523e-09
Muller glia,205,1602,zgc:112332,6.194776,0.8007939,5.83680023333018e-10,2.715784697592523e-09
Muller glia,205,1602,chst2a,6.194634,0.5673271,5.842070530612023e-10,2.7176826063387455e-09
Muller glia,205,1602,ivns1abpa,6.193283,0.7496867,5.892370502455338e-10,2.7405229005609303e-09
Muller glia,205,1602,inhbaa,6.1926436,0.94716144,5.91634405467968e-10,2.7511120448309726e-09
Muller glia,205,1602,si:ch211-244c8.4,6.1920037,0.8643177,5.940412769159784e-10,2.7617411147919737e-09
Muller glia,205,1602,lclat1,6.1908665,0.6363847,5.983437708033036e-10,2.7811769444449395e-09
Muller glia,205,1602,bnip2,6.19044,0.7567888,5.999650323270449e-10,2.787576839608325e-09
Muller glia,205,1602,mta3,6.19044,0.52272785,5.999650323270449e-10,2.787576839608325e-09
Muller glia,205,1602,tmem243b,6.1902266,0.7522129,6.007772696511266e-10,2.7907822953677766e-09
Muller glia,205,1602,fam172a,6.1901555,0.6070122,6.010482537752059e-10,2.7914726818757677e-09
Muller glia,205,1602,wdr75,6.1898713,0.7560247,6.021333833811212e-10,2.7959431864590918e-09
Muller glia,205,1602,retreg2,6.189729,0.9679589,6.026766647659704e-10,2.797896368194156e-09
Muller glia,205,1602,ralgps2,6.189516,0.4702935,6.034924837227622e-10,2.800543944501093e-09
Muller glia,205,1602,twistnb,6.189516,1.0453167,6.034924837227622e-10,2.800543944501093e-09
Muller glia,205,1602,slc37a2,6.189445,0.4530014,6.03764662747933e-10,2.800667598875274e-09
Muller glia,205,1602,trit1,6.189445,0.6888183,6.03764662747933e-10,2.800667598875274e-09
Muller glia,205,1602,si:dkey-164f24.2,6.1892314,0.6025779,6.045819186604861e-10,2.803888455052179e-09
Muller glia,205,1602,otud6b,6.1890182,0.36019865,6.054002539071743e-10,2.8071130065821884e-09
Muller glia,205,1602,si:ch73-367f21.4,6.188947,0.6007813,6.05673272414651e-10,2.80780824295782e-09
Muller glia,205,1602,esrrga,6.18845,0.9922199,6.075877685389684e-10,2.8161112888418295e-09
Muller glia,205,1602,stau2,6.18781,0.67283684,6.100579415024821e-10,2.8269859474905796e-09
Muller glia,205,1602,bphl,6.1874547,1.5898237,6.11434490929362e-10,2.8327894073053485e-09
Muller glia,205,1602,pla2g7,6.1873126,1.6959866,6.119859588578023e-10,2.8347686658726994e-09
Muller glia,205,1602,dtnba,6.186815,1.0102173,6.139199209539544e-10,2.8431496461068942e-09
Muller glia,205,1602,kdm2ba,6.1866016,0.45612526,6.147505860924046e-10,2.8464187376752643e-09
Muller glia,205,1602,SIKE1,6.1863885,0.5474772,6.155823478078252e-10,2.849691578843327e-09
Muller glia,205,1602,rabgap1,6.1861753,0.5769055,6.16415207509952e-10,2.8529681738536288e-09
Muller glia,205,1602,zgc:113348,6.1855354,0.6401986,6.189203886603979e-10,2.8639819120709243e-09
Muller glia,205,1602,pdk4,6.1854644,1.0245397,6.191993545572209e-10,2.8641108831131142e-09
Muller glia,205,1602,cd3eap,6.1854644,0.56660134,6.191993545572209e-10,2.8641108831131142e-09
Muller glia,205,1602,slit2,6.1853223,0.34202948,6.197576544420045e-10,2.8661121773333566e-09
Muller glia,205,1602,pfas,6.185109,0.971743,6.205960252854757e-10,2.8694076053582402e-09
Muller glia,205,1602,pspc1,6.1845403,0.53648734,6.228370941999425e-10,2.879185943259025e-09
Muller glia,205,1602,cuedc1a,6.184469,0.44249967,6.231177823993354e-10,2.8798999128598134e-09
Muller glia,205,1602,wdr13,6.182905,1.0594094,6.293242410935879e-10,2.9079955260417303e-09
Muller glia,205,1602,scfd1,6.182621,0.64414436,6.304591499415225e-10,2.912060050134836e-09
Muller glia,205,1602,rx2,6.182621,0.8213496,6.304591499415225e-10,2.912060050134836e-09
Muller glia,205,1602,xab2,6.1814837,1.2357235,6.350187872981764e-10,2.931933534635357e-09
Muller glia,205,1602,rbpja,6.1814837,0.45883822,6.350187872981764e-10,2.931933534635357e-09
Muller glia,205,1602,usp54b,6.1811996,0.765212,6.361637142767053e-10,2.936031319804669e-09
Muller glia,205,1602,nelfcd,6.1811996,1.065826,6.361637142767053e-10,2.936031319804669e-09
Muller glia,205,1602,pcdh1gc6,6.1806307,0.5390545,6.384596134883921e-10,2.946031384002971e-09
Muller glia,205,1602,katnbl1,6.1802754,1.2067084,6.398986535728588e-10,2.952074415360491e-09
Muller glia,205,1602,zcchc10,6.17992,0.31792784,6.413408579817189e-10,2.9581295982889106e-09
Muller glia,205,1602,cers1,6.179849,0.7349363,6.416296791784193e-10,2.9588635276121447e-09
Muller glia,205,1602,slain2,6.1793513,0.64442855,6.436549837475902e-10,2.9676033032000352e-09
Muller glia,205,1602,epc1b,6.178854,0.4232962,6.456865249802593e-10,2.976368295488918e-09
Muller glia,205,1602,btbd10b,6.178143,0.49966934,6.485995825286626e-10,2.9891923790356327e-09
Muller glia,205,1602,ano8b,6.1766505,0.5607955,6.547588005723099e-10,3.016968797708767e-09
Muller glia,205,1602,pcmtd1,6.176508,0.41826218,6.553483600987287e-10,3.019075553096183e-09
Muller glia,205,1602,gng7,6.1759396,0.89384425,6.577117816205448e-10,3.0293516806197234e-09
Muller glia,205,1602,susd5,6.1756554,0.99493027,6.588966086423285e-10,3.0341962722966168e-09
Muller glia,205,1602,tsr3,6.1749444,0.9164786,6.618677938300306e-10,3.047263366426738e-09
Muller glia,205,1602,cat,6.1748023,0.7291362,6.624635974573952e-10,3.0493910510079815e-09
Muller glia,205,1602,zgc:109965,6.1747313,0.58273906,6.627616954577217e-10,3.049532585412869e-09
Muller glia,205,1602,srsf3a-1,6.1747313,0.5645879,6.627616954577217e-10,3.049532585412869e-09
Muller glia,205,1602,brdt,6.17466,0.61103666,6.630599243236908e-10,3.0502895853188863e-09
Muller glia,205,1602,mtmr3,6.1740913,0.6622201,6.654504731326988e-10,3.0600527400879374e-09
Muller glia,205,1602,tma7,6.1740913,1.0385079,6.654504731326988e-10,3.0600527400879374e-09
Muller glia,205,1602,ptprt-1,6.173807,1.2383016,6.66648898622124e-10,3.064945853338677e-09
Muller glia,205,1602,znf318,6.173167,0.7063257,6.693530597539348e-10,3.0767582817180163e-09
Muller glia,205,1602,swt1,6.173096,0.43859446,6.69654181858869e-10,3.0775223309319862e-09
Muller glia,205,1602,si:dkey-14o18.2,6.172812,1.0216386,6.708599924257804e-10,3.082442901754145e-09
Muller glia,205,1602,oxa1l,6.172741,0.86340886,6.711617758868773e-10,3.083208536711102e-09
Muller glia,205,1602,sephs2,6.17267,0.35427904,6.71463691788827e-10,3.0839744716687156e-09
Muller glia,205,1602,dixdc1b,6.172385,0.63479966,6.726726809375088e-10,3.0889053684032586e-09
Muller glia,205,1602,kif1aa,6.172243,0.42128572,6.73277971629641e-10,3.0910626618609377e-09
Muller glia,205,1602,dop1a,6.171888,0.61377096,6.747935240104918e-10,3.097397316549567e-09
Muller glia,205,1602,ATP11B,6.171817,0.5509055,6.750970336240322e-10,3.0981670947626325e-09
Muller glia,205,1602,arpc5lb,6.1716037,0.83745074,6.760083617630235e-10,3.101101700563011e-09
Muller glia,205,1602,atg3,6.1716037,0.75650275,6.760083617630235e-10,3.101101700563011e-09
Muller glia,205,1602,phkb,6.171035,0.68298227,6.784444416813917e-10,3.111651195833854e-09
Muller glia,205,1602,fosl1a,6.1699686,0.86710733,6.830351960708054e-10,3.132076769439856e-09
Muller glia,205,1602,tnrc6c2,6.1694713,0.51051277,6.851879055907039e-10,3.141316658006577e-09
Muller glia,205,1602,txndc16,6.1694,0.81863,6.8549597533618e-10,3.1420975859642904e-09
Muller glia,205,1602,btg2,6.1692576,0.60790944,6.861125202642673e-10,3.144291869182148e-09
Muller glia,205,1602,cpped1,6.1689734,1.3840066,6.873472334857116e-10,3.1493176215122592e-09
Muller glia,205,1602,cplx2l,6.167836,0.7537829,6.92307799153874e-10,3.1714092012243634e-09
Muller glia,205,1602,hgh1,6.167268,1.2463452,6.948011616791318e-10,3.1821921102963327e-09
Muller glia,205,1602,psmg2,6.166983,1.3196727,6.960511259132151e-10,3.1872770645239214e-09
Muller glia,205,1602,pou2f1b,6.166841,0.29555082,6.966769304092855e-10,3.1895024710871025e-09
Muller glia,205,1602,pdk3b,6.1664147,1.3633872,6.985576390349238e-10,3.1974709910320457e-09
Muller glia,205,1602,stmn4l,6.1663437,1.1033189,6.988715716290673e-10,3.1982662314090094e-09
Muller glia,205,1602,rnf181,6.1662016,1.1988765,6.994998497655596e-10,3.2004994128964522e-09
Muller glia,205,1602,si:dkey-65b13.13,6.1653485,1.1116064,7.032811058425885e-10,3.2171549764561805e-09
Muller glia,205,1602,n4bp2,6.1652064,0.87425345,7.039132507987754e-10,3.2194011608806062e-09
Muller glia,205,1602,rnf115,6.1645665,0.79908633,7.067647692888016e-10,3.2317948851043156e-09
Muller glia,205,1602,psmb3,6.1637845,0.8302103,7.102652645791315e-10,3.2471505973634723e-09
Muller glia,205,1602,rrp9,6.1628604,1.6506134,7.144240224040327e-10,3.264854812320352e-09
Muller glia,205,1602,ypel1,6.1628604,0.7691228,7.144240224040327e-10,3.264854812320352e-09
Muller glia,205,1602,unc5b,6.162292,0.71039295,7.169950547611484e-10,3.2759479640028197e-09
Muller glia,205,1602,grik1a,6.161794,0.55015826,7.192521104591273e-10,3.2856024020632902e-09
Muller glia,205,1602,brd8,6.161581,0.46129116,7.20221540429112e-10,3.289372172534401e-09
Muller glia,205,1602,zgc:101858,6.1609416,0.7599974,7.231374843710467e-10,3.301367906935499e-09
Muller glia,205,1602,si:busm1-57f23.1,6.1609416,1.2580563,7.231374843710467e-10,3.301367906935499e-09
Muller glia,205,1602,si:ch211-198a12.6,6.1608706,0.64057434,7.234621881596953e-10,3.301528885474521e-09
Muller glia,205,1602,tox,6.1608706,0.52601385,7.234621881596953e-10,3.301528885474521e-09
Muller glia,205,1602,pigbos1,6.1600175,1.115026,7.273697445849948e-10,3.3186971966434976e-09
Muller glia,205,1602,psap,6.1598754,0.5857012,7.28023002520331e-10,3.3210135485895443e-09
Muller glia,205,1602,cox20,6.1585956,1.0498223,7.339281364739086e-10,3.3472816028347212e-09
